dt_issue_date,violation_description,tickets_issued
2025-05-03,NO PARKING-EXC. AUTH. VEHICLE,1
2024-08-03,NON-COMPLIANCE W/ POSTED SIGN,27
2024-12-17,NO PARKING-STREET CLEANING,8893
2025-03-29,NO STANDING-BUS STOP,449
2025-02-25,NO STANDING-EXC. AUTH. VEHICLE,473
2024-08-27,EXPIRED METER-COMM METER ZONE,1010
2027-12-08,OTHER,1
2023-07-30,STORAGE-3HR COMMERCIAL,7
2024-07-31,EXPIRED MUNI MTR-COMM MTR ZN,163
2023-09-15,OVERNIGHT TRACTOR TRAILER PKG,18
2025-07-09,NO STD(EXC TRKS/GMTDST NO-TRK),4
2025-07-03,BIKE LANE,162
2024-05-17,FRONT OR BACK PLATE MISSING,802
2023-12-16,NO STANDING-COMM METER ZONE,488
2025-06-05,DETACHED TRAILER,77
2024-09-16,BEYOND MARKED SPACE,6
2023-07-27,MISSING EQUIPMENT,8
2023-12-16,IMPROPER REGISTRATION,16
2024-06-26,NO STANDING-COMM METER ZONE,1034
2024-03-03,NO STANDING-EXC. TRUCK LOADING,313
2025-03-13,SIDEWALK,192
2023-07-24,NON-COMPLIANCE W/ POSTED SIGN,71
2025-02-06,OTHER,6
2023-12-14,STORAGE-3HR COMMERCIAL,32
2024-10-31,REG STICKER-MUTILATED/C'FEIT,11
2023-10-22,REG STICKER-MUTILATED/C'FEIT,2
2025-02-24,NO STANDING-DAY/TIME LIMITS,2686
2024-03-10,FAILURE TO STOP AT RED LIGHT,1601
2024-06-30,PEDESTRIAN RAMP,15
2025-06-19,SAFETY ZONE,138
2024-08-09,MISCELLANEOUS,5
2024-11-05,NO STANDING-BUS STOP,712
2023-09-22,NO STANDING-DAY/TIME LIMITS,1658
2025-06-14,BUS LANE VIOLATION,2012
2022-08-29,NO PARKING-DAY/TIME LIMITS,1
2024-10-11,EXPIRED METER-COMM METER ZONE,1386
2023-10-26,SIDEWALK,157
2023-09-26,PARKED BUS-EXC. DESIG. AREA,15
2024-04-12,FAIL TO DSPLY MUNI METER RECPT,3759
2025-05-10,NO STANDING-BUS LANE,34
2024-03-30,DIVIDED HIGHWAY,18
2023-08-30,NO MATCH-PLATE/STICKER,52
2024-11-12,NO STANDING-FOR HIRE VEH STND,7
2024-12-02,BIKE LANE,222
2024-03-15,INTERSECTION,4
2026-04-03,OBSTRUCTING DRIVEWAY,1
2024-03-17,VIN OBSCURED,24
2024-05-31,INSP STICKER-MUTILATED/C'FEIT,76
2024-09-15,NO STANDING-OFF-STREET LOT,1235
2023-11-15,NO STANDING-BUS STOP,968
2024-11-20,OBSTRUCTING TRAFFIC/INTERSECT,3
2024-06-22,FRAUDULENT USE PARKING PERMIT,22
2023-08-22,MISCELLANEOUS,9
2024-06-14,EXPIRED MUNI METER,924
2024-10-17,DOUBLE PARKING-MIDTOWN COMML,412
2024-12-13,OVERNIGHT TRACTOR TRAILER PKG,22
2025-03-26,VEH-SALE/WSHNG/RPRNG/DRIVEWAY,1
2024-04-02,NO STANDING-TAXI STAND,24
2025-05-28,FRONT OR BACK PLATE MISSING,751
2025-05-07,NO STANDING-COMM METER ZONE,1158
2023-08-20,INTERSECTION,1
2024-01-11,OVERTIME PKG-TIME LIMIT POSTED,3
2025-01-22,NO STANDING-COMMUTER VAN STOP,3
2025-02-28,IMPROPER REGISTRATION,35
2025-04-13,FAIL TO DSPLY MUNI METER RECPT,3
2024-06-21,STORAGE-3HR COMMERCIAL,60
2024-05-25,PEDESTRIAN RAMP,36
2025-03-23,NO STANDING-DAY/TIME LIMITS,1615
2023-12-03,REG. STICKER-EXPIRED/MISSING,193
2025-04-01,DOUBLE PARKING,1583
2024-01-15,FIRE HYDRANT,1355
2024-07-04,DOUBLE PARKING,537
2024-10-16,FIRE HYDRANT,2309
2023-10-24,NIGHTTIME STD/ PKG IN A PARK,4
2024-10-03,ANGLE PARKING-COMM VEHICLE,1
2028-06-27,PEDESTRIAN RAMP,1
2024-09-17,INSP. STICKER-EXPIRED/MISSING,2019
2024-05-07,NO STANDING-TAXI STAND,42
2023-09-22,FRAUDULENT USE PARKING PERMIT,3
2024-03-08,NO STANDING-BUS LANE,156
2023-03-03,INSP. STICKER-EXPIRED/MISSING,1
2027-08-13,FIRE HYDRANT,1
2025-07-11,OVERNIGHT TRACTOR TRAILER PKG,16
2023-08-18,NO STANDING-EXC. TRUCK LOADING,770
2023-12-31,NIGHTTIME STD/ PKG IN A PARK,7
2025-06-17,FRONT OR BACK PLATE MISSING,838
2023-12-31,OBSTRUCTING DRIVEWAY,145
2025-05-31,ANGLE PARKING,3
2023-07-22,NO PARKING-EXC. DSBLTY PERMIT,11
2023-06-28,FIRE HYDRANT,1633
2025-04-04,BUS LANE VIOLATION,3574
2024-07-23,NO STANDING-HOTEL LOADING,10
2023-10-12,DIVIDED HIGHWAY,8
2025-02-10,NO STANDING-HOTEL LOADING,23
2025-02-11,ANGLE PARKING-COMM VEHICLE,2
2026-12-16,OBSTRUCTING DRIVEWAY,1
2024-01-22,NO STANDING-EXC. TRUCK LOADING,781
2024-10-21,NO STANDING-BUS STOP,754
2024-08-09,FIRE HYDRANT,1614
2024-07-05,PHTO SCHOOL ZN SPEED VIOLATION,17417
2025-05-02,NO STANDING-BUS STOP,662
2025-02-05,DOUBLE PARKING-MIDTOWN COMML,248
2023-07-08,ANGLE PARKING,16
2025-04-06,OVERTIME PKG-TIME LIMIT POSTED,2
2025-07-15,NO STANDING-DAY/TIME LIMITS,2786
2025-04-25,OBSTRUCTING DRIVEWAY,149
2025-01-23,NO STAND TAXI/FHV RELIEF STAND,32
2026-06-12,FIRE HYDRANT,1
2023-09-27,NO STANDING-COMMUTER VAN STOP,3
2025-01-18,DIVIDED HIGHWAY,5
2024-10-09,ANGLE PARKING,17
2024-04-11,WRONG WAY,32
2025-06-29,FIRE HYDRANT,379
2025-06-10,IMPROPER REGISTRATION,34
2026-12-14,OBSTRUCTING DRIVEWAY,2
2025-05-09,PCKP DSCHRGE IN PRHBTD ZONE,1
2024-10-02,INSP STICKER-MUTILATED/C'FEIT,43
2024-11-07,MISUSE PARKING PERMIT,47
2024-04-17,MISCELLANEOUS,7
2024-03-18,NO STANDING-HOTEL LOADING,13
2024-11-14,NO STANDING-BUS LANE,184
2024-04-10,INSP STICKER-MUTILATED/C'FEIT,31
2024-03-09,INTERSECTION,3
2024-02-15,SAFETY ZONE,202
2025-02-22,PEDESTRIAN RAMP,38
2023-04-15,FIRE HYDRANT,3
2023-08-14,NO PARKING-EXC. DSBLTY PERMIT,16
2024-08-10,PARKED BUS-EXC. DESIG. AREA,7
2023-10-27,NO PARKING-TAXI STAND,1
2023-12-15,MISUSE PARKING PERMIT,15
2024-09-02,NO STANDING-COMM METER ZONE,3
2024-02-11,INTERSECTION,1
2024-03-29,DETACHED TRAILER,107
2024-03-11,NO STANDING-BUS LANE,130
2024-05-12,PHTO SCHOOL ZN SPEED VIOLATION,17908
2024-04-22,BEYOND MARKED SPACE,6
2024-06-07,SIDEWALK,199
2024-11-20,ANGLE PARKING,19
2025-02-20,MISUSE PARKING PERMIT,29
2025-05-23,TRAFFIC LANE,4
2024-04-10,OTHER,11
2024-10-24,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-03-11,TRAFFIC LANE,5
2022-09-17,SIDEWALK,1
2023-11-29,INTERSECTION,6
2024-07-08,NO STANDING-EXC. AUTH. VEHICLE,313
2024-10-06,PLTFRM LFTS LWRD POS COMM VEH,18
2023-06-15,OVERTIME PKG-TIME LIMIT POSTED,2
2024-11-09,FRONT OR BACK PLATE MISSING,473
2024-02-21,NO PARKING-STREET CLEANING,4050
2024-10-16,DOUBLE PARKING,1526
2024-10-08,MISCELLANEOUS,6
2024-09-12,NO STANDING-BUS STOP,893
2023-03-30,OBSTRUCTING DRIVEWAY,3
2028-02-25,FIRE HYDRANT,1
2023-07-17,NO PARKING-DAY/TIME LIMITS,2102
2024-03-30,OTHER,10
2023-08-12,NO STANDING-EXC. TRUCK LOADING,196
2024-07-21,SIDEWALK,59
2024-07-11,OBSTRUCTING DRIVEWAY,115
2024-06-08,FIRE HYDRANT,1825
2023-07-25,NO STANDING-EXC. AUTH. VEHICLE,364
2025-07-13,VIN OBSCURED,38
2025-07-17,NO STANDING-EXC. AUTH. VEHICLE,345
2024-01-08,MISCELLANEOUS,11
2025-04-16,OTHER,14
2025-04-06,NO STANDING EXCP D/S,46
2025-07-26,PLTFRM LFTS LWRD POS COMM VEH,190
2024-10-31,PARKED BUS-EXC. DESIG. AREA,13
2023-09-18,OVERTIME PKG-TIME LIMIT POSTED,2
2024-12-27,NGHT PKG ON RESID STR-COMM VEH,172
2023-10-19,PHTO SCHOOL ZN SPEED VIOLATION,14095
2023-08-22,NO STAND TAXI/FHV RELIEF STAND,23
2023-10-03,MISCELLANEOUS,7
2025-01-29,SAFETY ZONE,126
2024-10-19,TRAFFIC LANE,11
2025-03-11,SAFETY ZONE,138
2024-09-17,MISCELLANEOUS,8
2023-10-10,OBSTRUCTING DRIVEWAY,165
2025-01-14,FAILURE TO STOP AT RED LIGHT,1496
2023-09-24,NO STANDING-HOTEL LOADING,9
2025-04-26,PHTO SCHOOL ZN SPEED VIOLATION,13731
2024-03-08,FRONT OR BACK PLATE MISSING,813
2024-03-21,OBSTRUCTING DRIVEWAY,133
2024-01-21,PEDESTRIAN RAMP,26
2024-02-09,BIKE LANE,291
2024-01-04,NO STANDING-BUS STOP,645
2024-07-14,PARKED BUS-EXC. DESIG. AREA,3
2023-06-30,NO STANDING-EXC. TRUCK LOADING,853
2023-10-11,NO STANDING EXCP D/S,29
2024-04-28,PHTO SCHOOL ZN SPEED VIOLATION,20616
2023-10-27,NGHT PKG ON RESID STR-COMM VEH,209
2023-03-07,OBSTRUCTING DRIVEWAY,3
2023-10-17,VEHICLE FOR SALE(DEALERS ONLY),1
2024-05-15,INTERSECTION,4
2023-09-14,PEDESTRIAN RAMP,27
2023-10-09,BIKE LANE,72
2023-06-24,SIDEWALK,30
2026-06-01,FIRE HYDRANT,1
2025-01-25,DOUBLE PARKING-MIDTOWN COMML,52
2024-07-04,IMPROPER REGISTRATION,8
2023-07-06,NO STANDING-DAY/TIME LIMITS,2913
2024-12-19,IMPROPER REGISTRATION,22
2023-09-23,NO PARKING-EXC. AUTH. VEHICLE,1
2025-04-16,OVERTIME PKG-TIME LIMIT POSTED,4
2024-02-28,FRONT OR BACK PLATE MISSING,828
2025-04-18,COMML PLATES-UNALTERED VEHICLE,58
2023-07-18,NO STANDING-BUS LANE,105
2025-06-02,BIKE LANE,164
2024-09-23,UNAUTHORIZED BUS LAYOVER,3
2023-12-23,NGHT PKG ON RESID STR-COMM VEH,68
2024-08-06,DIVIDED HIGHWAY,1
2024-08-02,IMPROPER REGISTRATION,14
2024-01-27,OTHER,15
2023-11-12,NO STANDING-EXC. AUTH. VEHICLE,218
2025-03-17,MOBILE BUS LANE VIOLATION,814
2023-07-17,SIDEWALK,125
2024-06-24,PLTFRM LFTS LWRD POS COMM VEH,310
2024-10-21,NO STANDING-COMM METER ZONE,1031
2023-12-22,INSP STICKER-MUTILATED/C'FEIT,9
2024-04-05,NO STANDING-TAXI STAND,67
2025-05-24,REG. STICKER-EXPIRED/MISSING,1128
2025-07-10,NO STANDING-COMM METER ZONE,990
2023-07-14,MISSING EQUIPMENT,7
2024-11-03,NO PARKING-DAY/TIME LIMITS,327
2023-04-01,NGHT PKG ON RESID STR-COMM VEH,1
2023-08-04,INTERSECTION,1
2024-04-13,MISCELLANEOUS,10
2025-01-11,MOBILE BUS LANE VIOLATION,520
2023-08-19,INSP. STICKER-EXPIRED/MISSING,621
2023-12-24,PLTFRM LFTS LWRD POS COMM VEH,16
2024-04-26,BIKE LANE,152
2025-12-28,OBSTRUCTING DRIVEWAY,1
2025-06-05,ANGLE PARKING,8
2024-12-31,DOUBLE PARKING-MIDTOWN COMML,122
2024-11-14,NO PARKING-EXC. DSBLTY PERMIT,4
2024-07-23,PHTO SCHOOL ZN SPEED VIOLATION,13237
2026-06-10,NO PARKING-DAY/TIME LIMITS,1
2023-10-01,NO STANDING-HOTEL LOADING,11
2024-03-13,DETACHED TRAILER,170
2025-02-24,REG STICKER-MUTILATED/C'FEIT,9
2025-06-16,NO STANDING-DAY/TIME LIMITS,3377
2024-10-24,IMPROPER REGISTRATION,49
2024-05-28,NO MATCH-PLATE/STICKER,61
2023-12-12,MISCELLANEOUS,9
2024-01-11,REG STICKER-MUTILATED/C'FEIT,11
2024-09-10,OBSTRUCTING DRIVEWAY,145
2023-05-14,NO STANDING-DAY/TIME LIMITS,2
2024-03-27,PCKP DSCHRGE IN PRHBTD ZONE,1
2024-02-23,NO STANDING-BUS STOP,809
2024-12-06,UNAUTHORIZED PASSENGER PICK-UP,2
2024-02-01,NO STANDING-TAXI STAND,66
2029-02-08,OBSTRUCTING DRIVEWAY,1
2023-08-20,NO STANDING EXCP D/S,36
2024-01-01,FIRE HYDRANT,483
2024-12-23,PEDESTRIAN RAMP,15
2023-09-05,COMML PLATES-UNALTERED VEHICLE,80
2025-06-13,NO PARKING-DAY/TIME LIMITS,1844
2025-02-01,OTHER,7
2023-10-25,BUS LANE VIOLATION,2219
2024-04-10,NO PARKING-STREET CLEANING,50
2025-04-09,NO STANDING-EXC. AUTH. VEHICLE,415
2023-12-21,MISCELLANEOUS,9
2024-09-02,VEHICLE FOR SALE(DEALERS ONLY),1
2023-12-27,NO STAND TAXI/FHV RELIEF STAND,7
2023-06-23,OVERTIME STDG D/S,3
2024-06-18,CROSSWALK,346
2023-09-01,PHTO SCHOOL ZN SPEED VIOLATION,17462
2024-06-18,INTERSECTION,3
2024-02-10,INTERSECTION,3
2024-03-12,NO STANDING-COMM METER ZONE,1000
2024-06-06,WRONG WAY,14
2025-05-27,NIGHTTIME STD/ PKG IN A PARK,1
2025-02-01,PLTFRM LFTS LWRD POS COMM VEH,155
2024-07-25,DOUBLE PARKING,1064
2025-02-06,FIRE HYDRANT,2069
2023-08-20,NO STANDING-BUS LANE,3
2025-07-01,DETACHED TRAILER,89
2024-05-09,VEHICLE FOR SALE(DEALERS ONLY),1
2023-12-14,EXPIRED MUNI MTR-COMM MTR ZN,98
2024-05-28,PHTO SCHOOL ZN SPEED VIOLATION,14162
2027-05-08,OBSTRUCTING DRIVEWAY,1
2024-11-08,INTERSECTION,15
2024-05-02,FAIL TO DSPLY MUNI METER RECPT,5555
2024-06-15,FAIL TO DISP. MUNI METER RECPT,128
2024-10-30,CROSSWALK,283
2024-05-19,NO PARKING-EXC. AUTH. VEHICLE,3
2024-05-13,NO PARKING-EXC. AUTH. VEHICLE,3
2023-08-31,TRAFFIC LANE,5
2025-04-17,NO PARKING-STREET CLEANING,38
2025-01-23,INSP. STICKER-EXPIRED/MISSING,1802
2023-06-29,DOUBLE PARKING,596
2024-11-25,INSP STICKER-MUTILATED/C'FEIT,24
2025-11-16,INSP. STICKER-EXPIRED/MISSING,1
2025-01-13,BIKE LANE,192
2023-09-29,OVERNIGHT TRACTOR TRAILER PKG,10
2025-07-03,OVERNIGHT TRACTOR TRAILER PKG,30
2023-08-09,MISSING EQUIPMENT,10
2025-04-22,NO STANDING-EXC. TRUCK LOADING,826
2024-06-08,FAIL TO DISP. MUNI METER RECPT,110
2023-08-27,FAIL TO DSPLY MUNI METER RECPT,1
2025-03-19,NO STANDING-DAY/TIME LIMITS,3164
2024-01-01,NO PARKING-EXC. DSBLTY PERMIT,1
2025-03-03,DOUBLE PARKING,1085
2024-12-02,NGHT PKG ON RESID STR-COMM VEH,54
2024-02-14,BUS LANE VIOLATION,2675
2024-04-02,BUS LANE VIOLATION,1894
2025-05-15,OBSTRUCTING DRIVEWAY,148
2023-12-23,INSP STICKER-MUTILATED/C'FEIT,14
2023-12-11,MISUSE PARKING PERMIT,18
2023-09-01,OBSTRUCTING TRAFFIC/INTERSECT,68
2025-01-18,NO PARKING-DAY/TIME LIMITS,678
2024-05-30,NO STOPPING-DAY/TIME LIMITS,224
2025-01-13,TRAFFIC LANE,16
2025-06-17,NO STANDING-COMM METER ZONE,1171
2023-08-22,NO STANDING-HOTEL LOADING,24
2025-04-27,NO STANDING-BUS STOP,368
2024-03-08,MISUSE PARKING PERMIT,24
2025-04-01,IMPROPER REGISTRATION,39
2024-12-24,PCKP DSCHRGE IN PRHBTD ZONE,27
2024-01-09,PHTO SCHOOL ZN SPEED VIOLATION,8318
2023-05-21,NIGHTTIME STD/ PKG IN A PARK,5
2024-03-09,TRAFFIC LANE,2
2025-07-12,NO STANDING-TAXI STAND,30
2024-09-12,PLTFRM LFTS LWRD POS COMM VEH,400
2024-03-21,PARKED BUS-EXC. DESIG. AREA,12
2025-03-10,REG. STICKER-EXPIRED/MISSING,969
2024-03-03,NO STOPPING-DAY/TIME LIMITS,65
2025-04-15,BUS LANE VIOLATION,2977
2010-10-10,PEDESTRIAN RAMP,1
2023-10-05,OVERNIGHT TRACTOR TRAILER PKG,17
2025-01-29,PARKED BUS-EXC. DESIG. AREA,24
2024-04-13,NON-COMPLIANCE W/ POSTED SIGN,17
2000-07-12,NO STANDING-BUS STOP,1
2025-04-02,WRONG WAY,32
2025-07-28,NO STANDING-EXC. TRUCK LOADING,634
2024-04-26,WRONG WAY,28
2025-03-19,NO STANDING EXCP D/S,14
2023-07-05,FAIL TO DSPLY MUNI METER RECPT,3708
2025-01-10,NO STANDING-TAXI STAND,27
2025-05-17,PEDESTRIAN RAMP,42
2025-03-18,REG. STICKER-EXPIRED/MISSING,1181
2023-09-24,NGHT PKG ON RESID STR-COMM VEH,53
2025-03-05,SELLING/OFFERING MCHNDSE-METER,1
2024-02-10,PEDESTRIAN RAMP,31
2024-10-07,ANGLE PARKING-COMM VEHICLE,1
2015-03-15,NO PARKING-DAY/TIME LIMITS,1
2024-10-11,WRONG WAY,20
2024-01-18,VIN OBSCURED,12
2023-06-25,MOBILE BUS LANE VIOLATION,152
2024-07-31,FAILURE TO STOP AT RED LIGHT,1988
2023-10-26,NO PARKING-STREET CLEANING,9715
2023-10-09,NO PARKING-EXC. DSBLTY PERMIT,8
2025-06-30,REG. STICKER-EXPIRED/MISSING,983
2025-07-14,DOUBLE PARKING-MIDTOWN COMML,204
2023-04-14,DOUBLE PARKING,1
2023-11-06,NO STANDING-BUS STOP,818
2025-07-26,PEDESTRIAN RAMP,14
2025-06-08,NO STANDING-EXC. TRUCK LOADING,100
2025-04-08,DOUBLE PARKING,1483
2023-08-23,REG STICKER-MUTILATED/C'FEIT,20
2023-09-14,FRONT OR BACK PLATE MISSING,920
2023-06-24,MISCELLANEOUS,16
2025-03-09,WRONG WAY,1
2023-09-28,FAIL TO DISP. MUNI METER RECPT,1006
2025-01-26,NO PARKING-EXC. AUTH. VEHICLE,3
2023-08-12,NO STAND TAXI/FHV RELIEF STAND,34
2025-05-06,EXPIRED METER-COMM METER ZONE,1925
2024-12-12,REG STICKER-MUTILATED/C'FEIT,9
2024-07-06,NO STANDING-DAY/TIME LIMITS,1463
2024-05-04,INSP. STICKER-EXPIRED/MISSING,2152
2023-11-16,INTERSECTION,6
2025-06-14,CROSSWALK,253
2023-11-18,BUS LANE VIOLATION,2323
2024-07-16,NO PARKING-EXC. AUTH. VEHICLE,3
2025-06-05,NON-COMPLIANCE W/ POSTED SIGN,108
2024-07-27,STORAGE-3HR COMMERCIAL,56
2025-03-19,NIGHTTIME STD/ PKG IN A PARK,4
2025-02-07,NO STANDING EXCP D/S,13
2025-01-09,TRAFFIC LANE,13
2024-12-16,NO STANDING-COMMUTER VAN STOP,5
2025-02-21,DOUBLE PARKING,960
2023-07-18,SIDEWALK,170
2024-09-16,PHTO SCHOOL ZN SPEED VIOLATION,12892
2024-05-03,PARKED BUS-EXC. DESIG. AREA,21
2024-01-06,BUS LANE VIOLATION,1689
2024-08-15,VIN OBSCURED,254
2023-12-26,FIRE HYDRANT,1375
2024-01-02,MOBILE BUS LANE VIOLATION,727
2025-07-01,PHTO SCHOOL ZN SPEED VIOLATION,11215
2026-03-11,DOUBLE PARKING,1
2023-07-28,BUS LANE VIOLATION,1754
2023-08-05,NO STANDING-EXC. TRUCK LOADING,198
2025-02-15,VIN OBSCURED,73
2024-06-09,DOUBLE PARKING,375
2024-04-03,NO STANDING-TAXI STAND,33
2025-06-04,EXPIRED MUNI MTR-COMM MTR ZN,160
2024-05-31,DOUBLE PARKING-MIDTOWN COMML,285
2023-05-31,NGHT PKG ON RESID STR-COMM VEH,4
2025-01-17,VIN OBSCURED,114
2025-04-30,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-06-27,OVERNIGHT TRACTOR TRAILER PKG,4
2023-11-06,OVERTIME PKG-TIME LIMIT POSTED,2
2024-10-15,OBSTRUCTING TRAFFIC/INTERSECT,6
2023-08-12,MOBILE BUS LANE VIOLATION,218
2025-06-23,NO PARKING-EXC. AUTH. VEHICLE,7
2025-06-15,FAIL TO DSPLY MUNI METER RECPT,1
2024-12-23,NO PARKING-DAY/TIME LIMITS,1057
2023-07-08,INSP. STICKER-EXPIRED/MISSING,1433
2024-07-14,INSP. STICKER-EXPIRED/MISSING,812
2025-05-01,STORAGE-3HR COMMERCIAL,12
2024-09-23,NO STANDING-OFF-STREET LOT,1297
2024-09-21,MOBILE BUS LANE VIOLATION,215
2023-07-16,NO STANDING-HOTEL LOADING,16
2024-07-10,FAIL TO DSPLY MUNI METER RECPT,4684
2024-09-08,DETACHED TRAILER,21
2024-06-16,NO PARKING-DAY/TIME LIMITS,276
2024-03-16,BLUE ZONE,2
2024-01-06,NO STOPPING-DAY/TIME LIMITS,89
2024-08-11,NO STANDING-BUS STOP,345
2024-06-11,MISCELLANEOUS,14
2024-06-26,NO PARKING-DAY/TIME LIMITS,2367
2023-12-14,SAFETY ZONE,120
2025-06-10,MISSING EQUIPMENT,20
2024-11-25,NO STANDING-EXC. TRUCK LOADING,744
2023-12-16,PHTO SCHOOL ZN SPEED VIOLATION,19148
2024-02-06,PCKP DSCHRGE IN PRHBTD ZONE,6
2024-10-08,BLUE ZONE,21
2025-03-11,NO STAND TAXI/FHV RELIEF STAND,36
2023-09-14,MOBILE BUS LANE VIOLATION,674
2024-10-25,EXCAVATION-VEHICLE OBSTR TRAFF,1
2023-09-12,NO STANDING-EXC. AUTH. VEHICLE,486
2023-12-19,OBSTRUCTING TRAFFIC/INTERSECT,15
2024-11-14,SAFETY ZONE,145
2025-03-03,DETACHED TRAILER,83
2024-06-27,NO STOPPING-DAY/TIME LIMITS,218
2000-11-28,OBSTRUCTING DRIVEWAY,1
2024-02-21,CROSSWALK,387
2023-07-09,NO STAND TAXI/FHV RELIEF STAND,56
2024-07-04,WRONG WAY,8
2024-02-21,NO STANDING-COMMUTER VAN STOP,5
2023-05-26,PEDESTRIAN RAMP,2
2023-08-29,MISUSE PARKING PERMIT,36
2024-03-25,VIN OBSCURED,111
2025-08-03,DOUBLE PARKING,1
2023-08-07,NO STANDING-EXC. AUTH. VEHICLE,317
2024-05-26,OVERTIME PKG-TIME LIMIT POSTED,7
2025-07-22,SIDEWALK,154
2024-07-04,OTHER,14
2025-02-21,REG. STICKER-EXPIRED/MISSING,862
2024-10-05,REG STICKER-MUTILATED/C'FEIT,11
2023-06-01,NO STANDING-EXC. AUTH. VEHICLE,11
2024-10-30,NO STANDING-BUS LANE,163
2025-02-05,STORAGE-3HR COMMERCIAL,44
2024-03-07,MISUSE PARKING PERMIT,22
2025-06-02,FAIL TO DISP. MUNI METER RECPT,1105
2025-05-01,NO STANDING EXCP D/S,23
2024-01-15,NO STANDING-HOTEL LOADING,4
2024-11-02,NGHT PKG ON RESID STR-COMM VEH,129
2024-12-25,NO STANDING-EXC. TRUCK LOADING,27
2025-05-11,NO STANDING-EXC. TRUCK LOADING,287
2024-06-03,DIVIDED HIGHWAY,1
2025-02-15,IMPROPER REGISTRATION,16
2025-03-26,EXPIRED MUNI METER,1016
2026-08-13,BIKE LANE,1
2024-03-27,OTHER,8
2024-12-25,REG STICKER-MUTILATED/C'FEIT,1
2024-09-12,NO STANDING-OFF-STREET LOT,1377
2025-08-29,MISCELLANEOUS,1
2026-06-23,OBSTRUCTING DRIVEWAY,2
2025-06-19,NO STOPPING-DAY/TIME LIMITS,216
2024-06-29,MISCELLANEOUS,10
2023-08-14,NO STD(EXC TRKS/GMTDST NO-TRK),4
2025-04-12,IMPROPER REGISTRATION,12
2024-09-04,OVERTIME PKG-TIME LIMIT POSTED,10
2023-08-31,SAFETY ZONE,112
2023-09-02,OTHER,12
2024-11-04,WASH/REPAIR VEHCL-REPAIR ONLY,1
2024-09-26,VIN OBSCURED,83
2024-06-06,INSP. STICKER-EXPIRED/MISSING,2261
2023-11-18,NO PARKING-EXC. DSBLTY PERMIT,3
2023-10-10,INSP STICKER-MUTILATED/C'FEIT,29
2023-06-07,NO PARKING-EXC. AUTH. VEHICLE,6
2024-01-19,NO STOPPING-DAY/TIME LIMITS,210
2024-03-03,FAIL TO DSPLY MUNI METER RECPT,1
2023-04-27,DOUBLE PARKING,1
2024-10-06,NO STANDING-EXC. AUTH. VEHICLE,184
2024-03-28,MISUSE PARKING PERMIT,7
2025-04-30,NIGHTTIME STD/ PKG IN A PARK,2
2024-06-01,UNAUTHORIZED BUS LAYOVER,2
2025-06-06,VIN OBSCURED,30
2023-09-06,SAFETY ZONE,91
2024-01-18,EXPIRED MUNI MTR-COMM MTR ZN,128
2023-09-11,NO STANDING-EXC. AUTH. VEHICLE,345
2023-12-23,NO STANDING-HOTEL LOADING,5
2023-10-13,SIDEWALK,125
2025-05-30,INSP. STICKER-EXPIRED/MISSING,999
2024-04-03,FAILURE TO STOP AT RED LIGHT,1240
2025-02-08,DIVIDED HIGHWAY,4
2024-09-11,NO PARKING-DAY/TIME LIMITS,1418
2024-01-23,NO STD(EXC TRKS/GMTDST NO-TRK),2
2023-11-24,BEYOND MARKED SPACE,7
2023-05-24,NO PARKING-EXC. DSBLTY PERMIT,2
2024-06-04,STORAGE-3HR COMMERCIAL,53
2024-04-19,NO STANDING-FOR HIRE VEH STND,10
2023-08-16,IMPROPER REGISTRATION,26
2024-04-05,COMML PLATES-UNALTERED VEHICLE,77
2023-07-02,NON-COMPLIANCE W/ POSTED SIGN,25
2024-08-25,NO STANDING-COMM METER ZONE,1
2024-03-05,SELLING/OFFERING MCHNDSE-METER,6
2024-02-16,NO PARKING-EXC. AUTH. VEHICLE,4
2024-05-03,NO STANDING-EXC. AUTH. VEHICLE,588
2024-07-27,NO STANDING-FOR HIRE VEH STND,8
2024-04-24,ANGLE PARKING,6
2024-04-26,NO STANDING-EXC. AUTH. VEHICLE,183
2023-12-16,BLUE ZONE,2
2023-06-19,NO STANDING-DAY/TIME LIMITS,116
2023-10-02,NO STANDING-DAY/TIME LIMITS,2328
2025-05-14,FIRE HYDRANT,2179
2024-03-04,INSP. STICKER-EXPIRED/MISSING,3072
2024-09-18,OBSTRUCTING DRIVEWAY,160
2025-04-08,OBSTRUCTING TRAFFIC/INTERSECT,10
2023-11-20,PARKED BUS-EXC. DESIG. AREA,12
2025-04-05,FRONT OR BACK PLATE MISSING,652
2023-12-18,NO STANDING-BUS STOP,511
2024-02-27,PLTFRM LFTS LWRD POS COMM VEH,327
2025-05-28,REG. STICKER-EXPIRED/MISSING,1243
2023-12-03,RAILROAD CROSSING,1
2025-02-17,NO PARKING-STREET CLEANING,8
2024-09-11,ANGLE PARKING,3
2024-04-28,NO STAND TAXI/FHV RELIEF STAND,45
2024-10-09,DETACHED TRAILER,80
2024-10-24,BLUE ZONE,3
2025-04-03,NO STANDING-OFF-STREET LOT,1889
2025-02-06,COMML PLATES-UNALTERED VEHICLE,77
2023-08-27,NO STANDING-EXC. AUTH. VEHICLE,209
